Estado;Observaciones;Equipo 1;Resultado;Equipo 2;Árbitros;Fecha;Hora;Lugar;Jornada;Grupo;Estado de la competición;Competición;Deporte
;;"Escola de Futsal Grèvol Cadet ""A""";11 - 3;C.E.F.S. Granollers Cadet;PABLO GARCIA LLUBIA;28/04/2018;11:15;Pavelló Grèvol- Carrer Provençals- 9 Barcelona;Jornada 19;"Cadet ""B""";;08. Cadet;Fútbol sala
;;Betània Patmos Barcelona Juvenil B;3 - 1;Olimpic Argentona Juvenil;JOSE MANUEL GÜISADO PLIBERSCHNIG;28/04/2018;12:00;Escola Betània Patmos Av. Mare de Déu de Lorda- 2-16- 08034 Barcelona;Jornada 19;"Juvenil ""A""";;07. Juvenil;Fútbol sala
;;A.E. Centelles Aleví;0 - 6;Sagrerenc C.E. Aleví;ADRIA VENTEO GONZÁLEZ;28/04/2018;12:15;Pavello Mpal de Centelles;Jornada 19;"Aleví ""A""";;10. Aleví;Fútbol sala
;;"Escola de Futsal Grèvol Cadet ""B""";5 - 1;Neurofutbol F.S.;PABLO GARCIA LLUBIA;28/04/2018;12:30;Pavelló Grèvol- Carrer Provençals- 9 Barcelona;Jornada 19;"Cadet ""B""";;08. Cadet;Fútbol sala
;;C.E. Gadex Juvenil;4 - 1;A.E. Tiana Juvenil;LAUREANO PILAR VILLALBA;28/04/2018;13:00;Poliesportiu Municipal Olimpia Carrer de Mauritània- 17- 08206 Sabadell- España;Jornada 19;"Juvenil ""A""";;07. Juvenil;Fútbol sala
;;F.S. Union Llagostense Mecman Cadet;1 - 7;"Futbol Sala Corbera Cadet ""A""";DAVID VALIENTE MARTIN;28/04/2018;13:30;Complex esportiu municipal El Turó- Carrer de Joaquim Blume- La Llagosta- Espanya;Jornada 19;"Cadet ""A""";;08. Cadet;Fútbol sala
;;"Futbol Sala Corbera Cadet ""B""";0 - 3;Athletic Torre Roja Cadet;HAFID AIKAR EL MIRI;28/04/2018;14:00;Pabellón Municipal de Deportes- C/Josep Tarradellas- 08757 Corbera de Llobregat;Jornada 19;"Cadet ""B""";;08. Cadet;Fútbol sala
;;Banús Futsal Juvenil Nacional;2 - 3;Betània Patmos Barcelona Juvenil Nacional;CARLOS ARANDA PORTILLO- GABRIEL MORALES CAÑAS;28/04/2018;16:00;Pavelló Fundación Valldor 7;Jornada 16;Juvenil Nacional;;06. Juvenil Nacional;Fútbol sala
;;E.F.S. Alta Segarra Juvenil Nacional;1 - 3;F.s. Unión Llagostense MecMan Juvenil Nacional;DAVID MACARULLA CASTAÑEDA- ELI GASCÓN PEREIRO;28/04/2018;16:00;Pavelló Municipal De Calaf;Jornada 16;Juvenil Nacional;;06. Juvenil Nacional;Fútbol sala
;;A.E. I.E.S. Manuel Blancafort;13 - 0;"Orange Futsal Castellbisbal ""B"" - Nacional Femenina";JOAN RAMON BERNARDO MAÑÉ- MOUAD HADDADI HARNAFI;28/04/2018;16:00;Can Violí- Avinguda 11 de Setembre- s/n- 08530 La Garriga- Barcelona;Jornada 18;Nacional Femenina A;;05. Nacional Femenina;Fútbol sala
;;"F.S. Esclop Juvenil ""A""";3 - 3;A.E. Sallent Juvenil;DAVID VALIENTE MARTIN;28/04/2018;16:00;Escola Torreguitart Carrer de Vallirana- 14- 08207 Sabadell- Barcelona;Jornada 19;"Juvenil ""A""";;07. Juvenil;Fútbol sala
;;C.D Esmeralda Procell F.s.;5 - 3;F.S. Racing Llavaneres;ALBERTO IGLESIAS PALOMARES- RAUL GONZALEZ MONJO;28/04/2018;16:00;Poliesportiu de Canyamars CamÍ del Forn- 10- 08318 Dosrius- Barcelona;Jornada 22;1a Territorial A;;03. 1a Territorial 2017-2018;Fútbol sala
;;"F.S. Telic Group Bigues i Riells Juvenil ""A""";4 - 2;Sagrerenc C.E. Juvenil B;RICARD MARQUEZ SIMONI;28/04/2018;16:30;Pavellon Can Badell- Avinguda Prat de la Riba- Bigues i Riells- Espanya;Jornada 19;"Juvenil ""A""";;07. Juvenil;Fútbol sala
;;F.S. Llinars Atletic Aleví;5 - 4;F.S. Esclop Aleví;ISMAEL BENKHAJOU BAKKALI;28/04/2018;16:30;Pavelló annex de Llinars del Vallès - Av. Pau Casals- 22-24- 08450 Llinars del Vallès- Barcelona;Jornada 19;"Aleví ""A""";;10. Aleví;Fútbol sala
;;Atletic Arrahona B;5 - 4;Futbol Sala Corbera;MARIANO BURGOS BONAVENTURA;28/04/2018;16:30;Pavelló esports c/ sol i padris- 59 08203 Sabadell;Jornada 25;2a. Territorial A;;04. 2ª Territorial 2017-2018;Fútbol sala
;;C.C.A. Plaza Macael Juvenil;7 - 4;Montsant Sala 5 Juvenil;LAUREANO PILAR VILLALBA;28/04/2018;17:00;Polideportivo Can Vidalet- Esplugues de Llobregat- Espanya;Jornada 19;"Juvenil ""B""";;07. Juvenil;Fútbol sala
;;"F.S. Esclop Juvenil ""B""";4 - 1;Athletic Torre Roja Juvenil;ALBERT GONZALEZ GARCIA;28/04/2018;17:00;Col·legi Públic Gaudí- Carrer d'Ordesa- Sabadell- Espanya;Jornada 19;"Juvenil ""B""";;07. Juvenil;Fútbol sala
;;Grup de Joves Can Tusell Cadet;11 - 5;C.f.s. Alcalà Prat - Bar La Terraza Cadet;FRANCISCO JAVIER LORENTE PLANA;28/04/2018;17:00;Pista Pol. De Can Tusell (gespa Artificial);Jornada 19;"Cadet ""A""";;08. Cadet;Fútbol sala
;;Sagrerenc C.E. A;1 - 3;A.E. Tiana;JOSE RIZO GOMEZ- MARI CARMEN DELGADO MORALES- MATILDE GOMEZ VIÑARAS;28/04/2018;17:00;Poliesportiu Municipal La Sagrera - C/Honduras- 2 Barcelona;Jornada 22;NACIONAL CATALANA 2017-18;;01. Nacional Catalana 2017-2018;Fútbol sala
;;C.E.F.S. Granollers C;1 - 3;A.C.E. Sansur B;HERMAN TORTA RECHE- ROGER TORRENT ARNAU;28/04/2018;17:00;PavellÓ Municipal De Can Bassa;Jornada 22;1a Territorial B;;03. 1a Territorial 2017-2018;Fútbol sala
;;C.E. Orange Papiol;3 - 3;Teià Futbol Cinc;JOEL JIMENEZ RODRIGUEZ- JOSE PEDRO CASES FERNANDEZ- SAMUEL SERRANO MATA;28/04/2018;17:00;PavellÓ Poliesportiu Municipal El Papiol;Jornada 22;PRIMERA NACIONAL 2017-18;;02. Primera Nacional 2017-2018;Fútbol sala
;;C.e. Gadex B;2 - 2;Futbol Sala Colomense;OMAR DOUAS BERROHOUY;28/04/2018;17:00;Poliesportiu Municipal Olimpia Carrer de Mauritània- 17- 08206 Sabadell- España;Jornada 25;2a. Territorial A;;04. 2ª Territorial 2017-2018;Fútbol sala
;;A.E. Tiana B;2 - 6;Atlètic Sant Boi;JOSE MANUEL GÜISADO PLIBERSCHNIG;28/04/2018;17:00;Poliesportiu Municipal De Tiana;Jornada 25;2a. Territorial A;;04. 2ª Territorial 2017-2018;Fútbol sala
;;F.S. Llinars Aleví;1 - 9;C.E. Maristes De Rubí Aleví A;ISMAEL BENKHAJOU BAKKALI;28/04/2018;17:45;Pavelló annex de Llinars del Vallès - Av. Pau Casals- 22-24- 08450 Llinars del Vallès- Barcelona;Jornada 19;"Aleví ""A""";;10. Aleví;Fútbol sala
;;A.C.E. Sansur;5 - 0;E.F.S. Alta Segarra;ANTONIO RUIZ MANCHON- DAVID VALIENTE MARTIN- NICOLAS ANDRES VALBUENA TORRES;28/04/2018;18:00;Poliesportiu Espanya Industrial;Jornada 22;NACIONAL CATALANA 2017-18;;01. Nacional Catalana 2017-2018;Fútbol sala
;;"Padre Damián Sagrados Corazones ""B""";4 - 2;Sagrerenc C.E. B;DAVID GALLARDO BARÓ- MARCO ANTONIO GALLARDO BARÓ;28/04/2018;18:00;Poliesportiu Padre Damián Sagrados Corazones;Jornada 22;1a Territorial B;;03. 1a Territorial 2017-2018;Fútbol sala
;;Can Palet FS;3 - 2;Escola Pia Santa Anna Mataró B;CARLOS ARANDA PORTILLO- GABRIEL MORALES CAÑAS;28/04/2018;18:30;PAVELLO LA MAURINA;Jornada 22;1a Territorial A;;03. 1a Territorial 2017-2018;Fútbol sala
;;F.S. Tèlic Group Bigues i Riells;5 - 3;"Gelida Industrial F.S.C. ""A""";JORDI GAITX PLA- OSCAR KEVIN GUTIERREZ GUTIERREZ- RICARD MARQUEZ SIMONI;28/04/2018;18:30;Pavellon Can Badell- Avinguda Prat de la Riba- Bigues i Riells- Espanya;Jornada 22;PRIMERA NACIONAL 2017-18;;02. Primera Nacional 2017-2018;Fútbol sala
;;F.S. Llinars Juvenil;3 - 0;F.S. Hostalriquenc Juvenil;ISMAEL BENKHAJOU BAKKALI;28/04/2018;19:00;Pavelló annex de Llinars del Vallès - Av. Pau Casals- 22-24- 08450 Llinars del Vallès- Barcelona;Jornada 19;"Juvenil ""A""";;07. Juvenil;Fútbol sala
;;C.E.F.S. Granollers;3 - 2;F.s. Borges;HERMAN TORTA RECHE- JOSEP GONZALEZ GARCIA- ROGER TORRENT ARNAU;28/04/2018;19:00;PavellÓ Municipal De Can Bassa;Jornada 22;NACIONAL CATALANA 2017-18;;01. Nacional Catalana 2017-2018;Fútbol sala
;;Albelda Futsal;6 - 1;F.S. Begues;DAVID MACARULLA CASTAÑEDA- ELI GASCÓN PEREIRO- OSCAR CRUZ OSUNA;28/04/2018;19:00;Poliesportiu Municipal Tamarite de Litera- Camino Piscinas- 6 - Tamarite de Litera;Jornada 22;PRIMERA NACIONAL 2017-18;;02. Primera Nacional 2017-2018;Fútbol sala
;;F.s. Unión Llagostense MecMan B;4 - 1;A.E. Les Botigues De Sitges;MANUEL MALDONADO LOPEZ- MARIANO BURGOS BONAVENTURA- MIQUEL VILASECA BARRUFET;28/04/2018;19:00;Complex esportiu municipal El Turó- Carrer de Joaquim Blume- La Llagosta- Espanya;Jornada 22;PRIMERA NACIONAL 2017-18;;02. Primera Nacional 2017-2018;Fútbol sala
;;Betània Patmos Barcelona B;3 - 1;C.E. Maristes De Rubí;JOEL JIMENEZ RODRIGUEZ- SAMUEL SERRANO MATA;28/04/2018;19:30;PavellÓ Universitat De Barcelona;Jornada 22;1a Territorial A;;03. 1a Territorial 2017-2018;Fútbol sala
;;Padre Damian Sagrados Corazones;3 - 1;"Montsant Sala 5 ""A""";DAVID GALLARDO BARÓ- DAVID GUILLÉN CUELLAR- MARCO ANTONIO GALLARDO BARÓ;28/04/2018;20:00;Poliesportiu Padre Damián Sagrados Corazones;Jornada 22;NACIONAL CATALANA 2017-18;;01. Nacional Catalana 2017-2018;Fútbol sala
;;C.F.S. Clot B;1 - 1;A.E.F.S. Montgat;JOAN RAMON BERNARDO MAÑÉ- MATILDE GOMEZ VIÑARAS- RAUL GONZALEZ MONJO;28/04/2018;20:00;CEM Bac de Roda- Rambla de Guipúscoa- Barcelona- Espanya;Jornada 22;PRIMERA NACIONAL 2017-18;;02. Primera Nacional 2017-2018;Fútbol sala
;;C.f.s. Alcalà Prat - Bar La Terraza;4 - 2;C.F.S. Lliça De Vall;CARLOS ARANDA PORTILLO- CARLOS GÓMEZ GONZÁLEZ- GABRIEL MORALES CAÑAS;28/04/2018;20:00;CEM SAGNIER- EL Prat de Llobregat- C/Federica Montseny s/n;Jornada 22;PRIMERA NACIONAL 2017-18;;02. Primera Nacional 2017-2018;Fútbol sala
;;"Olimpic Argentona Aleví ""B""";2 - 4;C.F.S. La Garriga Aleví;PABLO GARCIA LLUBIA;29/04/2018;10:00;Pavelló Municipal d' Argentona;Jornada 8;"Aleví ""A""";;10. Aleví;Fútbol sala
;;Teià F5 Juvenil Nacional;2 - 3;Sagrerenc C.E. Juvenil Nacional A;ANTONIO RUIZ MANCHON- MARC GUINOVART PLANA;29/04/2018;10:00;Poliesportiu Municipal El Cim- Carrer Josep Puigoriol s/n- Teià;Jornada 16;Juvenil Nacional;;06. Juvenil Nacional;Fútbol sala
;;"Futsal Dante ""B""";4 - 3;F.S Union La Salut Badalona A;JOSE RIZO GOMEZ- MATILDE GOMEZ VIÑARAS;29/04/2018;10:00;Parc Creueta del Coll- Passeig de la Mare de Déu del Coll- Barcelona- Espanya;Jornada 22;1a Territorial B;;03. 1a Territorial 2017-2018;Fútbol sala
;;Olímpic Argentona Cadet;4 - 2;A.E. Tiana Cadet;PABLO GARCIA LLUBIA;29/04/2018;11:00;Pavelló Municipal d' Argentona;Jornada 19;"Cadet ""A""";;08. Cadet;Fútbol sala
;;Betania F.S.Juvenil;5 - 8;Futbol Sala Corbera Juvenil;JOAN RAMON BERNARDO MAÑÉ;29/04/2018;12:00;Trinitat Vella Centre Esportiu Municipal;Jornada 19;"Juvenil ""B""";;07. Juvenil;Fútbol sala
;;C.E.F.S. Granollers B;3 - 5;C.F.S. La Garriga;JOEL JIMENEZ RODRIGUEZ- JOSE MANUEL GÜISADO PLIBERSCHNIG;29/04/2018;12:00;Pavello Municipal El Parquet carrer lluis companys- 10 08401 granollers;Jornada 22;1a Territorial A;;03. 1a Territorial 2017-2018;Fútbol sala
;;"Olímpic Argentona ""B""";4 - 2;"Orange Futsal Castellbisbal ""B""";PABLO GARCIA LLUBIA;29/04/2018;12:00;Pavelló Municipal d' Argentona;Jornada 25;2a. Territorial A;;04. 2ª Territorial 2017-2018;Fútbol sala
;;C.E.S. Sabadell;0 - 0;F.S. Viladecavalls;DAVID VALIENTE MARTIN;29/04/2018;12:00;Complex Esportiu Municipal Sant Oleguer- Camí Can Quadres- Sabadell- Espanya;Jornada 25;2a. Territorial A;;04. 2ª Territorial 2017-2018;Fútbol sala
;;Teià Futbol Cinc B;1 - 1;Olímpic Argentona;ANTONIO RUIZ MANCHON- MARC GUINOVART PLANA;29/04/2018;12:30;Poliesportiu Municipal El Cim- Carrer Josep Puigoriol s/n- Teià;Jornada 22;1a Territorial A;;03. 1a Territorial 2017-2018;Fútbol sala
;;F.S Union La Salut Badalona B;6 - 2;Futbolmania F.S.;MARIANO BURGOS BONAVENTURA;29/04/2018;12:30;Polideportivo Municipal Llefia;Jornada 25;2a. Territorial A;;04. 2ª Territorial 2017-2018;Fútbol sala
;;Betis Catalunya F.S. B;4 - 4;F.S. Esclop;SAMUEL SERRANO MATA;29/04/2018;17:00;Poliesportiu Bon Pastor;Jornada 25;2a. Territorial A;;04. 2ª Territorial 2017-2018;Fútbol sala
;;E.F.S. Ripoll;6 - 2;Futsal Dante;JORDI GAITX PLA- OSCAR KEVIN GUTIERREZ GUTIERREZ- RICARD MARQUEZ SIMONI;29/04/2018;18:00;Pavello Municipal De Ripoll;Jornada 22;NACIONAL CATALANA 2017-18;;01. Nacional Catalana 2017-2018;Fútbol sala
;;Betis Catalunya F.S.;2 - 4;F.S. La Salut;JONATHAN GALVIS ARANGO- SAMUEL SERRANO MATA;29/04/2018;18:15;Poliesportiu Bon Pastor;Jornada 22;1a Territorial B;;03. 1a Territorial 2017-2018;Fútbol sala
;;Athletic Torre Roja;9 - 8;CFS Ibers Santa Coloma;DOMENEC FOLGUERA AMPURDANES- ELVIA ELOISA CARDENAS RAMOS;29/04/2018;19:15;Avinguda dels Germans Gabrielistes- 16- Viladecans- Espanya;Jornada 22;1a Territorial B;;03. 1a Territorial 2017-2018;Fútbol sala
;;C.F.S. Clot A;2 - 2;Betània Patmos Barcelona;CARLOS GÓMEZ GONZÁLEZ- MATILDE GOMEZ VIÑARAS- SERGIO RODRIGUEZ PEREZ;29/04/2018;20:00;CEM Bac de Roda- Rambla de Guipúscoa- Barcelona- Espanya;Jornada 22;NACIONAL CATALANA 2017-18;;01. Nacional Catalana 2017-2018;Fútbol sala
;;F.S. Viladecavalls;2 - 3;F.S. Esclop;DAVID VALIENTE MARTIN;05/05/2018;12:00;poliesportiu municipal de viladecavalls;Jornada 23;2a. Territorial A;;04. 2ª Territorial 2017-2018;Fútbol sala
;;"Pony´s Futbol Sala ""A""";5 - 0;F.S. Llinars Senior Femeni;DAVID GUILLÉN CUELLAR- NICOLAS ANDRES VALBUENA TORRES;05/05/2018;15:30;Poliesportiu Estacio Del Nord;Jornada 16;Nacional Femenina A;;05. Nacional Femenina;Fútbol sala
;;C.E.F.S. Granollers Cadet;13 - 6;E.P. Badalona Centre Cadet;DAVID VALIENTE MARTIN;05/05/2018;16:00;PavellÓ Municipal De Can Bassa;Jornada 13;"Cadet ""B""";;08. Cadet;Fútbol sala
;;C.F.S. Lliça De Vall;6 - 6;F.S. Begues;JORDI GAITX PLA- OSCAR KEVIN GUTIERREZ GUTIERREZ- RICARD MARQUEZ SIMONI;05/05/2018;16:00;Pavelló Municipal De Lliça De Vall;Jornada 21;PRIMERA NACIONAL 2017-18;;02. Primera Nacional 2017-2018;Fútbol sala
;;C.E. Orange Papiol;4 - 3;"Gelida Industrial F.S.C. ""A""";ALBERTO IGLESIAS PALOMARES- JOAN RAMON BERNARDO MAÑÉ- SERGIO RODRIGUEZ PEREZ;05/05/2018;17:00;PavellÓ Poliesportiu Municipal El Papiol;Jornada 15;PRIMERA NACIONAL 2017-18;;02. Primera Nacional 2017-2018;Fútbol sala
;;"F.S. Tèlic Group Bigues i Riells Juvenil ""B""";2 - 4;Escola de Futsal Grèvol Juvenil;JORDI GAITX PLA;05/05/2018;18:00;Pavellon Can Badell- Avinguda Prat de la Riba- Bigues i Riells- Espanya;Jornada 19;"Juvenil ""B""";;07. Juvenil;Fútbol sala
;;A.E.F.S. Montgat;4 - 2;F.s. Unión Llagostense MecMan B;JONATHAN GALVIS ARANGO- JOSE RIZO GOMEZ- MARI CARMEN DELGADO MORALES;05/05/2018;18:00;Pavelló Municipal De Montgat;Jornada 21;PRIMERA NACIONAL 2017-18;;02. Primera Nacional 2017-2018;Fútbol sala
;;C.C.A. Plaza Macael B;1 - 3;Penya Recreativa Sant Feliu de Llobregat;DAVID VALIENTE MARTIN- MARC GUINOVART PLANA;05/05/2018;18:00;Polideportivo Can Vidalet- Esplugues de Llobregat- Espanya;Jornada 22;1a Territorial B;;03. 1a Territorial 2017-2018;Fútbol sala
;;C.e. Gadex B;5 - 4;"Olímpic Argentona ""B""";OMAR DOUAS BERROHOUY;05/05/2018;18:15;Pavelló esports c/ sol i padris- 59 08203 Sabadell;Jornada 17;2a. Territorial A;;04. 2ª Territorial 2017-2018;Fútbol sala
;;Sants Atletic F.S.;2 - 1;Athletic Torre Roja;DAVID GUILLÉN CUELLAR- NICOLAS ANDRES VALBUENA TORRES;05/05/2018;20:30;Complex Esportiu La Báscula- Barcelona- Espanya;Jornada 19;1a Territorial B;;03. 1a Territorial 2017-2018;Fútbol sala
;;F.S. Hostalriquenc Juvenil;2 - 2;C.E. Gadex Juvenil;GABINO FERNÁNDEZ SEGURA;06/05/2018;11:00;Pavelló Municipal d' Hostalric;Jornada 11;"Juvenil ""A""";;07. Juvenil;Fútbol sala
;;A.E. Les Botigues De Sitges;4 - 2;C.E. Orange Papiol;DAVID GUILLÉN CUELLAR- JOSE PEDRO CASES FERNANDEZ- MARIANO BENITO HERRERO;06/05/2018;12:00;Poliesportiu De Pins Vens;Jornada 11;PRIMERA NACIONAL 2017-18;;02. Primera Nacional 2017-2018;Fútbol sala
;;F.S. Viladecavalls;3 - 2;Futbolmania F.S.;DAVID VALIENTE MARTIN;06/05/2018;12:00;poliesportiu municipal de viladecavalls;Jornada 17;2a. Territorial A;;04. 2ª Territorial 2017-2018;Fútbol sala
;;"Athletic Arrahona - Can Jonqueres ""A""";1 - 5;C.F.S. Inter Raudovan Hospitalet;JOEL JIMENEZ RODRIGUEZ- RAUL GONZALEZ MONJO;06/05/2018;12:15;Pavelló esports c/ sol i padris- 59 08203 Sabadell;Jornada 21;1a Territorial A;;03. 1a Territorial 2017-2018;Fútbol sala
;;F.C. Ivars De Noguera;5 - 0;"Club Futsal Alcarràs ""B""";ELI GASCÓN PEREIRO- GERMAN MARTIN FERNANDEZ;06/05/2018;17:00;Zona Esportiva Municipal Carrer Professor Gimeno- 1- 25122 Ivars de Noguera- Lleida;Jornada 15;1a Territorial D;;03. 1a Territorial 2017-2018;Fútbol sala
;;C.F.S. La Garriga;2 - 3;C.E. Maristes De Rubí;ANTONIO RUIZ MANCHON- DAVID VALIENTE MARTIN;09/05/2018;21:00;Poliesportiu Can Noguera;Jornada 20;1a Territorial A;;03. 1a Territorial 2017-2018;Fútbol sala
